ID,RevenueType,CostCenterGroup,PeriodSortKey,PeriodYear,PeriodMonth,Amount
a04d098c-94f6-4070-9aeb-188f82bae461,One-off,WAT,202403,2024,3,620.0
8fb0d821-f03d-4c59-b9f8-e500d97acbda,One-off,NOI,202403,2024,3,4795.0
4acdaa1f-31d9-4fdb-9cc6-22d4faf0619a,One-off,WAT,202403,2024,3,1581.0
5c35f401-aebc-4521-b75b-8f899eec49e8,One-off,WAT,202403,2024,3,24720.6
8349c74e-7e47-41d9-952d-33e33bea2126,One-off,NOI,202403,2024,3,1495.0
b019daa1-3262-42e2-87eb-ca35f6d12ecd,One-off,WAT,202404,2024,4,-786.03
89af71f0-0eaf-4639-9053-2e9543d9f59b,One-off,WAT,202404,2024,4,3100.0
7e308f9c-680c-439f-acb8-0967afdd344d,One-off,NOI,202404,2024,4,-0.0
d9d37cb2-0fc7-4cf5-a3bc-13bd8fa9b5a3,One-off,NOI,202404,2024,4,-3000.0
08358e70-5221-44d5-82ca-a405d753ba9e,One-off,WAT,202404,2024,4,1860.0
546c485b-5e0d-4137-9f73-af67e609098d,One-off,NOI,202404,2024,4,-0.0
53405eb2-c687-4870-8c19-07a3a6dab607,One-off,WAT,202404,2024,4,620.0
bcb9ebbb-3779-4215-a9c0-051416f1c0a0,One-off,NOI,202404,2024,4,971.25
371d6867-d1a2-4f8d-b985-c0f010f75e67,One-off,WAT,202404,2024,4,1581.0
73117d1b-6df8-44d5-8a60-27c44e5f4935,One-off,NOI,202404,2024,4,1270.75
c68c9978-d630-4532-89c3-a0b2f9e7765a,One-off,NOI,202404,2024,4,3435.0
56001c6e-720a-467e-9d7d-da2ea91ffd16,One-off,NOI,202404,2024,4,2340.0
9039e299-bc15-4041-8c30-1caccd90c3b4,One-off,NOI,202404,2024,4,1590.0
4bf49372-0683-425b-828b-b3c6d328ab90,One-off,WAT,202405,2024,5,-224.56
8df388d6-93f5-49a8-9e01-31c80242dacb,One-off,WAT,202405,2024,5,-449.16
0589534c-772d-4ead-96d2-b3d0ec60ead9,One-off,WAT,202405,2024,5,-168.42
77b2e9e7-eee1-4b12-93d3-43f160bf5e20,One-off,WAT,202405,2024,5,-2133.51
ea09c5d4-74ef-472f-aee5-6f37acd04d05,One-off,WAT,202405,2024,5,13860.36
caee37ca-4614-45b9-bd1d-750c634e4275,One-off,WAT,202405,2024,5,3424.08
8acd4c96-2478-4956-865c-61a9f8bab57a,One-off,NOI,202405,2024,5,15.0
ef206779-7634-4a85-8bce-0862680e9088,One-off,WAT,202405,2024,5,6200.0
8c22e08b-2327-4985-97b6-6c87651af075,One-off,WAT,202405,2024,5,1280.0
29ac68c7-c84a-44c3-9405-fd612c1c279e,One-off,WAT,202405,2024,5,20600.5
fef6958f-ce4c-46ac-b008-b429f0aa28be,One-off,WAT,202405,2024,5,2560.0
e9a670c2-74cd-4441-b061-a5c3da949bc7,One-off,WAT,202405,2024,5,-224.56
b7955649-7e53-4a89-828d-d537ddd84538,One-off,WAT,202405,2024,5,-786.03
6639cdbb-660a-4f12-af55-eaf5122de69c,One-off,WAT,202405,2024,5,620.0
a3679b75-9168-4f74-89f6-1a807f1ffb42,One-off,WAT,202405,2024,5,1240.0
ea787e11-0ed5-410f-ab2f-9f7ad8a04807,One-off,WAT,202405,2024,5,3720.0
8b56b9e8-19e0-49fd-9c07-d3e5f19d0a9e,One-off,WAT,202405,2024,5,3100.0
a97bf877-cc90-42f3-9173-dd1ff392b0d3,One-off,NOI,202405,2024,5,5448.0
e968c30b-6cdd-4403-a5b2-465c9645d19a,One-off,NOI,202405,2024,5,870.0
80fc91bb-1b8f-49f4-a988-e19b84d95014,One-off,NOI,202405,2024,5,2189.25
8946c1d4-c9d9-4837-a4bc-649964d3a5bb,One-off,NOI,202405,2024,5,4995.0
143772e1-0f4f-4041-bdec-abfb00e52c36,One-off,NOI,202406,2024,6,1045.0
1f00466e-f6d3-446c-8d8e-8a4eaa8d51ff,One-off,NOI,202406,2024,6,-1590.0
e25a0225-9bc4-4ad7-b6f4-6887a036786d,One-off,WAT,202406,2024,6,14580.0
6c9409c5-920f-4c98-bd86-7e902a9b7950,One-off,NOI,202406,2024,6,795.0
86da50e2-74dd-41af-82c4-ef21d8b7a0fd,One-off,WAT,202406,2024,6,35.0
3e0652ff-621b-4b36-a291-d88cdf3e9790,One-off,WAT,202406,2024,6,527.0
ff19f267-0379-4dec-91d7-85ad598da793,One-off,WAT,202406,2024,6,22687.5
a2fa57f7-ef70-4c0c-8267-58b42926f520,One-off,NOI,202406,2024,6,5382.0
f77df5f9-ae42-477d-801f-c7389e36b41b,One-off,WAT,202406,2024,6,527.0
81ce58fd-46b0-48b0-a57d-e385eeb9427f,One-off,WAT,202406,2024,6,1054.0
a90bcd72-ddad-49f0-93fb-34829ae0c21a,One-off,WAT,202406,2024,6,527.0
6f60a3cd-cc21-48d1-beee-78d491ce2356,One-off,WAT,202406,2024,6,2480.0
7e4a0b95-eb26-4d23-8652-a9125408384a,One-off,WAT,202406,2024,6,1240.0
e5666cad-81bb-4445-ba63-d88f36c99362,One-off,NOI,202406,2024,6,1398.0
96d13416-25ff-4eac-a5fb-9599d3e783e2,One-off,WAT,202406,2024,6,1147.5
b29e14e2-f863-4296-972a-8f834a3bf2c7,One-off,NOI,202406,2024,6,625.0
477dcab5-a76c-45e0-9ac6-dff6e567fcec,One-off,WAT,202406,2024,6,2635.0
ea5ea189-f8dc-46ed-bd15-d830cc9cd508,One-off,NOI,202406,2024,6,1011.5
b7101051-71cd-44e3-9251-653c486da807,One-off,NOI,202406,2024,6,8151.5
332f3142-723f-4c06-a09b-e6b44aabceb5,One-off,WAT,202406,2024,6,527.0
1d468711-b96b-4e2e-926e-4029b2d8d7ae,One-off,WAT,202406,2024,6,527.0
b9ded88c-aa76-4b0e-a2fd-d03fc587968c,One-off,WAT,202406,2024,6,1581.0
637bc7ea-6c50-4c24-bb01-53fe84901ba4,One-off,WAT,202407,2024,7,1581.0
50cdbae8-3434-4e74-a0e5-776d4b1b2ff5,One-off,NOI,202407,2024,7,2724.0
20f5f72d-8491-4e6f-98a6-2137b7e38375,One-off,NOI,202407,2024,7,5295.0
62fe9b77-6a26-4a54-9400-2a9b75519959,One-off,NOI,202407,2024,7,729.0
2f0e1526-9bda-4412-a130-7a6dab23d7ea,One-off,WAT,202407,2024,7,-505.26
69315272-fc5b-44f7-8c6c-c862bbf6794f,One-off,WAT,202407,2024,7,-1122.9
c15f093e-d454-4af5-95c5-067578dee405,One-off,WAT,202407,2024,7,-224.56
211d766c-0dfd-4b88-8749-331e617400ed,One-off,WAT,202407,2024,7,-1010.61
5ff04b22-f648-4e51-bc5c-0f06b0ad6f65,One-off,WAT,202407,2024,7,18089.5
90f949b8-09a2-4fc4-9764-f5f15cf0e8de,One-off,WAT,202407,2024,7,1088.0
2cec88e8-7e81-4788-8aca-b6e8c8f7894e,One-off,WAT,202407,2024,7,3539.25
863cd5e6-46aa-4802-99b1-ad25007b4b9d,One-off,NOI,202407,2024,7,2157.6
4f8e3e2b-8c20-49bf-a892-177a3dae77f0,One-off,NOI,202407,2024,7,2179.2
1af1352b-226a-416e-942c-3803b6d9f94d,One-off,WAT,202407,2024,7,2380.0
90ba56e3-8813-4873-9361-91c641ad2dab,One-off,WAT,202407,2024,7,13612.5
1163d7b8-f54d-4dd3-b76e-e54a7bec776f,One-off,NOI,202407,2024,7,1517.25
360646fc-2779-492e-b954-c2207481db37,One-off,NOI,202407,2024,7,-0.0
f01770fa-0941-47af-b837-b1de6f08380b,One-off,NOI,202407,2024,7,-3000.0
608c97bb-0235-49f2-bc67-a96df4532d82,One-off,NOI,202407,2024,7,2590.0
ff723529-00b9-472c-8376-77af6825a71a,One-off,WAT,202407,2024,7,527.0
48501222-2e45-4f75-9133-614337dc79eb,One-off,WAT,202407,2024,7,527.0
e98f1078-7efe-4812-b05c-692ca66fb60a,One-off,WAT,202407,2024,7,5797.0
ce078cf0-7072-4a9c-8fd5-a426ccb9c304,One-off,WAT,202407,2024,7,1860.0
0663aa86-c544-45c8-8830-bb5e9fe9db56,One-off,WAT,202407,2024,7,1240.0
780d4101-c4d6-404e-a6c5-90aaae9f9961,One-off,WAT,202407,2024,7,620.0
d856f139-1b41-4152-a5c9-81da9ac8a892,One-off,WAT,202407,2024,7,3840.0
bd4989cd-e038-4ae8-9d32-6b2b12fc421e,One-off,WAT,202407,2024,7,1280.0
61c61cc5-27ac-4ef7-8f70-9fbb1540e878,One-off,WAT,202408,2024,8,6200.0
1260650c-d9a7-499a-8f31-71e75edb2516,One-off,NOI,202408,2024,8,729.75
db2345e5-6f2f-4bb2-b9a9-c16fd88ed73a,One-off,NOI,202408,2024,8,990.0
4a246b52-0fc0-4055-a258-328fa53d964f,One-off,NOI,202408,2024,8,14985.0
8632309e-e031-4c4b-8fd0-02b421a8bf80,One-off,WAT,202408,2024,8,527.0
884cee74-b9ee-4817-b6d5-2b0ff878d1aa,One-off,WAT,202408,2024,8,26350.0
affd09fd-2e82-49ad-a6fc-1789259fb444,One-off,WAT,202408,2024,8,1062.5
e09ef5d3-9894-4e7e-ab32-be4873c2349a,One-off,WAT,202408,2024,8,21080.0
c7cab839-d34f-4be2-9ccb-45db7cdecd1f,One-off,NOI,202408,2024,8,4707.0
0e1c5d48-4a4a-4129-82b1-086fdb788c54,One-off,WAT,202408,2024,8,-0.0
aec179b1-e739-42e4-8f36-5bd8577bd7a2,One-off,WAT,202408,2024,8,2480.0
f7ab25c9-312b-453c-853e-0c9599782216,One-off,WAT,202408,2024,8,1584.0
afcd52aa-1be0-4523-abc8-95b4874d2ddc,One-off,WAT,202408,2024,8,-1000.0
68808c1e-1100-4fde-a6ba-4c2f20f84bae,One-off,WAT,202408,2024,8,6200.0
7f2a1f31-cce8-4c83-a99e-75ed10a6bd5e,One-off,WAT,202408,2024,8,1860.0
81c54739-077a-4f35-b362-04b03ef58e0a,One-off,NOI,202409,2024,9,7500.0
a935780b-05aa-4d7a-b0a8-7b1062c9abda,One-off,NOI,202409,2024,9,4575.0
e788b514-b584-481b-89d2-b702fb22dbcf,One-off,WAT,202409,2024,9,350.0
cc1dfa51-6d62-4651-8ea0-56fadd8222cb,One-off,WAT,202409,2024,9,954.0
e704ae6b-e9aa-4b99-a1c4-badb0b270094,One-off,WAT,202409,2024,9,17408.0
4c684a8f-5e4f-4b77-aa4d-084ee8016cb8,One-off,NOI,202409,2024,9,1300.0
c2c8dfa7-96bd-4ac2-bcca-4939eba9c6f0,One-off,NOI,202409,2024,9,-1395.0
6ccee789-5f59-44a9-b0ea-161a849ad5b9,One-off,WAT,202409,2024,9,5355.0
b81a1924-1eb9-4d7f-8dbf-a303d930d753,One-off,WAT,202409,2024,9,2700.0
75e0bff4-5dca-4f47-992e-4ad9451c578b,One-off,NOI,202409,2024,9,2990.0
08d30999-7b3c-468f-8207-5fee2d168fb2,One-off,NOI,202409,2024,9,435.0
ba324480-c530-41b1-98c0-e693a9fd5146,One-off,WAT,202409,2024,9,2176.0
d1b015cf-7506-4ae8-aa1c-4477dbab95e7,One-off,WAT,202409,2024,9,1632.0
20473516-a6b9-4625-9d55-25e20efceda8,One-off,WAT,202409,2024,9,3162.0
fb9dc208-48c6-46ca-8e47-86a4d09bca7c,One-off,WAT,202409,2024,9,5695.0
592abbb4-385e-4b45-8546-afec5e8a7f15,One-off,WAT,202409,2024,9,327.25
eac46476-0c69-439d-8866-53391a87129c,One-off,WAT,202409,2024,9,4340.0
fdcfb658-f43b-478c-bdf5-7000157fbcc8,One-off,WAT,202409,2024,9,620.0
76d0217a-3e90-4291-aae3-98abb7df24e8,One-off,WAT,202409,2024,9,1280.0
047fb6d4-83ef-4242-9dfd-dde375bc5906,One-off,WAT,202409,2024,9,1860.0
6ab1fc57-275b-4dae-954b-f225c0647499,One-off,WAT,202409,2024,9,350.0
f601171e-1fbd-4a22-b65e-220250b32070,One-off,WAT,202409,2024,9,954.0
269e925f-9e5a-4eb8-9cd0-06d198017220,One-off,NOI,202409,2024,9,2305.62
b5321a6b-69d0-4583-aee7-a2265c3989a4,One-off,NOI,202409,2024,9,1395.0
e692e3b5-a588-43a9-98a0-b795c828895a,One-off,NOI,202409,2024,9,695.0
8f613abe-c7d3-4de2-8d4f-6b4d917d8dfa,One-off,NOI,202409,2024,9,4995.0
0b301827-1b26-496a-a984-a0beb6923ee3,One-off,WAT,202410,2024,10,620.0
3bbefaa2-a265-4ddc-a814-b9a597c91ab9,One-off,WAT,202410,2024,10,5797.0
cfde81ad-4860-4dbd-9c70-4bba7ffcc946,One-off,WAT,202410,2024,10,1240.0
80601fa5-5638-42a0-8bd6-ff29ddde84a2,One-off,WAT,202410,2024,10,-350.0
68e1500c-1ad8-4224-ac23-f67554b9641a,One-off,WAT,202410,2024,10,-954.0
88d32b34-41c6-4012-8dbc-50db41320a94,One-off,WAT,202410,2024,10,-954.0
8568d777-0a05-447b-aa60-48eeb91abe2b,One-off,WAT,202410,2024,10,-350.0
acece5ff-6bd7-4823-ab62-5e43f6dd4d77,One-off,WAT,202410,2024,10,1240.0
fd37e69b-e0a4-490b-9fe2-025d601b46e8,One-off,WAT,202410,2024,10,3720.0
b4273a53-56b7-4aa2-bf76-79e03af87b8a,One-off,WAT,202410,2024,10,20600.5
5a722588-d798-4284-80a8-11d4a65bba29,One-off,WAT,202410,2024,10,4216.0
52f032ae-3f0f-47ed-955d-b97ce3fd456a,One-off,WAT,202410,2024,10,527.0
9766b53a-73d9-470f-9587-4d8c05a0544a,One-off,WAT,202410,2024,10,1054.0
bdc90d8c-d04d-4623-9d3f-4358694e9e9f,One-off,WAT,202410,2024,10,1240.0
a8f2d8cc-74ce-4a02-8b51-eafabc518a90,One-off,WAT,202410,2024,10,6200.0
be87b634-a81b-4fb5-938c-473a0c2d7337,One-off,WAT,202410,2024,10,7378.0
6085f43d-9e6e-45de-9fee-f0398acc31eb,One-off,WAT,202410,2024,10,1581.0
a0f7d1b2-f731-4b4b-9ce3-8e94d8db4f26,One-off,NOI,202411,2024,11,4995.0
fd69539b-044a-4f87-8d00-8baca3b8e3f3,One-off,NOI,202411,2024,11,495.0
284fe2ef-6698-45c1-a020-f2f31facf76a,One-off,WAT,202411,2024,11,1920.0
cece2dd3-8ae0-490a-ab9f-67c16ed94fca,One-off,WAT,202411,2024,11,29493.75
ee7c4d4e-bc27-4fa4-867d-909f6e57ba92,One-off,WAT,202411,2024,11,1732.5
7dbffeee-d588-410a-b13b-4dfdd03e8688,One-off,WAT,202411,2024,11,1039.5
5b5a1e0e-93de-4366-a575-f3a7cb91f765,One-off,WAT,202411,2024,11,17696.25
78b962b1-334c-4078-a426-9623267b537c,One-off,WAT,202411,2024,11,4352.0
fef57874-4403-4f14-8adb-7335f849f0ec,One-off,WAT,202411,2024,11,261.8
1ebc814b-80c1-47b2-890a-7da1ef6d6899,One-off,WAT,202411,2024,11,10880.0
73d1a932-cc0b-4aba-9f25-9fac637b5efc,One-off,WAT,202411,2024,11,2232.0
58cc667b-95a3-4997-aa85-0f400c5109a1,One-off,WAT,202411,2024,11,2108.0
afd4e128-607b-4d27-833b-4f898a4522dc,One-off,WAT,202411,2024,11,544.0
6b9c9204-252b-40e9-ac22-99bc8f07793f,One-off,WAT,202411,2024,11,3162.0
470de300-d16e-4bea-9a8f-78e2379978a4,One-off,WAT,202411,2024,11,2108.0
0e0dd8a4-35b9-40e3-8c40-674f65df31e4,One-off,WAT,202411,2024,11,3085.5
d0a7353d-018f-443a-8192-b348683d26b0,One-off,NOI,202411,2024,11,291.25
a993a568-3dfa-4b56-958b-f5429f8d1384,One-off,WAT,202411,2024,11,5580.0
71613a45-527f-4358-a6ef-83af12ce16c7,One-off,NOI,202412,2024,12,1495.0
0e067ae3-631d-47db-8b6d-5b53a31ae6f1,One-off,WAT,202412,2024,12,3808.0
bb92142c-c976-4e34-925e-3431e1bf5322,One-off,WAT,202412,2024,12,490.87
cbb1ab12-2411-43b1-8fe9-06a441b52590,One-off,WAT,202412,2024,12,4556.0
a73b540b-bd1b-48a1-a079-fc07c978895e,One-off,WAT,202412,2024,12,3162.0
fe17f324-b519-4c26-ad9e-7c841133b3c1,One-off,WAT,202412,2024,12,2800.0
a0ce338c-2d8f-43da-81ec-9efd1e4384af,One-off,WAT,202412,2024,12,2232.0
ebce9aba-f678-430f-8cc4-94385a496a68,One-off,WAT,202412,2024,12,10010.26
94bdec7f-d2a5-4d25-b2dc-cd1a5c226ae8,One-off,WAT,202412,2024,12,1840.0
7f451042-7950-4549-b6b3-da7b2cbfe421,One-off,WAT,202412,2024,12,1054.0
0f6e80f5-8219-4ff4-ae8b-5c46f4d2de93,One-off,NOI,202412,2024,12,1495.0
e8ec8825-b82a-47f1-b386-64d0cb2a8f1b,One-off,WAT,202412,2024,12,605.0
2873f945-51de-4415-87ed-ee17ba06cad4,One-off,WAT,202412,2024,12,2480.0
12ee26f8-5c9e-4ea9-893b-06c24e583633,One-off,WAT,202412,2024,12,13776.96
f17ac688-8073-4e82-b92d-c2ba4e9150d7,One-off,WAT,202412,2024,12,-1347.48
9560643c-4567-43f9-b1e7-298e1097ceed,One-off,WAT,202412,2024,12,-954.38
cb78764a-5ba4-4422-87d9-8b85d736de0b,One-off,NOI,202412,2024,12,5180.0
b5693c05-6a39-435d-aa03-f620a84fd671,One-off,NOI,202412,2024,12,18683.0
2c9d3ca7-5f5b-4d94-90c1-a822bcad17ad,One-off,NOI,202412,2024,12,2590.0
948b54c4-0c49-4447-942c-81c8ed487815,One-off,NOI,202412,2024,12,7000.0
fe2b0bab-994f-498d-885e-39318dca7a39,One-off,NOI,202412,2024,12,6100.0
674d04cc-7439-4cdc-8be1-0c021a51dc08,One-off,NOI,202412,2024,12,-2590.0
8eb2cbe1-273f-41fa-9fa5-f9081bfb7400,One-off,NOI,202412,2024,12,-7000.0
e9cc02a5-b073-4254-a321-7579ae5a3157,One-off,NOI,202412,2024,12,2590.0
9c205970-5ea0-4e31-a399-bd9d6a76c67f,One-off,NOI,202412,2024,12,7000.0
1e2677ab-9bf9-4b44-825c-b5bc85b1bd57,One-off,WAT,202455,2024,,-1840.0
c4385cac-9502-4563-a0a1-5b286b13253d,One-off,WAT,202455,2024,,-1840.0
9adb28fa-e987-4df3-a0b4-4e28f17f4508,One-off,NOI,202401,2024,1,695.0
b9c7a3d7-d118-403f-b074-0a7ebec0685f,One-off,NOI,202401,2024,1,716.0
800fc044-0d2b-47e3-866b-7845f2e972a2,One-off,NOI,202401,2024,1,1495.0
34ada2c0-e87b-48d7-ba06-f2e2264dc77e,One-off,WAT,202403,2024,3,8160.0
66ea4b1d-3f83-4098-9427-2fa14d76e341,One-off,WAT,202403,2024,3,5270.0
88d36018-8bd1-44c0-a8ac-e9502b008b59,One-off,NOI,202403,2024,3,-0.0
baecff96-8a5b-4233-b0c2-214d483a5f59,One-off,NOI,202403,2024,3,699.0
cb25bd83-8eeb-445e-a868-dce01fdd2a10,One-off,NOI,202405,2024,5,192507.3
f5e0ecf7-38da-43bd-838d-f6e6489a270b,One-off,NOI,202405,2024,5,2093.0
db552b23-ae65-4879-aa86-eb9c19b21896,One-off,NOI,202405,2024,5,2093.0
5c5e968c-7e07-4742-b343-fb400a749ec5,One-off,NOI,202406,2024,6,1098.3
3d59c622-6fbf-4def-b7af-37af8063860d,One-off,NOI,202406,2024,6,510.82
3aaf3907-3333-462b-84f1-f62c5cee7f90,One-off,NOI,202406,2024,6,346.5
2d2c24d7-9bf3-4eee-a9c8-9fefbd87d86c,One-off,NOI,202406,2024,6,3496.5
952876aa-87be-4110-a562-1eeeb4129f4f,One-off,NOI,202406,2024,6,3496.5
48786fa0-0972-4049-91ec-0eb8e9791d55,One-off,NOI,202406,2024,6,524.25
2f5353b9-e6f4-48d6-ad31-c2157d4261a5,One-off,NOI,202407,2024,7,2590.0
e31a2e59-837d-411e-90b7-3c5cc4433395,One-off,WAT,202407,2024,7,1054.0
3199d29d-2e2d-476f-a6ed-269b2bde56e5,One-off,WAT,202408,2024,8,620.0
ecf423c7-6cab-4e25-a27d-5cd92c59a5e0,One-off,WAT,202408,2024,8,8160.0
f83dce88-2423-4c4b-bb9f-46d7cb07aa7e,One-off,NOI,202408,2024,8,3496.5
5988f15f-f636-47c3-839b-5848816ecd5f,One-off,NOI,202409,2024,9,-2590.0
72ba50ba-aef2-49fc-bde1-4603e4f20eb1,One-off,NOI,202409,2024,9,2590.0
0f44d26f-e7f6-4f5a-b27e-f0b41a3d7801,One-off,NOI,202410,2024,10,899.0
0c8afd4a-4933-4cb0-a4e8-412af8cd157a,One-off,WAT,202410,2024,10,2108.0
9a6521bb-2e5b-4de4-88b6-af2b24438fbd,One-off,WAT,202410,2024,10,-620.0
cc93e956-470a-4f0a-a54b-61513f07921d,One-off,WAT,202410,2024,10,527.0
e1afbf08-a9eb-48c0-bd29-9a98c1d3604b,One-off,NOI,202410,2024,10,-4704.0
ce7be515-8f31-4e6a-893a-68678d3fd560,One-off,NOI,202410,2024,10,3885.0
2e561ff6-66fe-45a9-adcf-6ef553e4f047,One-off,NOI,202411,2024,11,10.0
9352ce62-ad35-4215-a6ed-ece9c7546b76,One-off,NOI,202411,2024,11,25.0
f2d166d9-b9f7-4b8d-9900-d1dda668eea7,One-off,NOI,202412,2024,12,1094.62
6afb0cfa-6398-488c-b151-f6854ddf70ef,One-off,NOI,202412,2024,12,1906.8
a6276610-8769-4cee-9a4d-2720ac5ff110,One-off,NOI,202455,2024,,-0.0
dc43c8b2-d305-4a1e-94c7-5fca203cc4cf,One-off,NOI,202401,2024,1,1798.2
00f9b59f-8ac6-4966-8337-54c810e9fcb9,One-off,NOI,202401,2024,1,6210.0
44733bd7-bfe2-4245-a875-d3aa49d9774b,One-off,NOI,202402,2024,2,-2889.0
fe2711a9-6b01-45de-91b1-93cc607a2f65,One-off,NOI,202408,2024,8,-0.0
